8,3,0
3,9,0
12,6,0
6,1,0
7,9,0
4,10,0
13,7,0
7,2,0
8,10,0
4,0,0
7,9,0
4,10,0
13,7,0
7,2,0
8,10,0
4,0,0
7,9,0
4,10,0
13,7,0
7,2,0
